shipment_id,mine_id,week_start,vessel_name,destination_port,coal_tonnage,etd,eta,status
SHP01188-5,MINE_5,2025-10-01,MV Kapuas Indah,Makassar,25050,2025-10-02,2025-10-08,Delayed
SHP00325-1,MINE_1,2025-10-08,MV Borneo Star,Surabaya,31576,2025-10-13,2025-10-17,Delayed
SHP01189-5,MINE_5,2025-10-08,MV Sungai Barito,Makassar,16820,2025-10-09,2025-10-14,Delayed
SHP00613-2,MINE_2,2025-10-08,MV Borneo Star,Samarinda,16867,2025-10-10,2025-10-13,Pending
SHP01045-4,MINE_4,2025-10-08,MV Nusantara 01,Surabaya,27197,2025-10-11,2025-10-16,Pending
SHP00853-3,MINE_3,2025-10-08,MV Sumatra Raya,Belawan,20077,2025-10-08,2025-10-13,On Schedule
SHP00854-3,MINE_3,2025-10-15,MV Sriwijaya,Tanjungbalai,34989,2025-10-17,2025-10-24,Pending
SHP01190-5,MINE_5,2025-10-15,MV Kapuas Indah,Tarakan,17601,2025-10-17,2025-10-18,On Schedule
SHP01046-4,MINE_4,2025-10-15,MV Nusantara 01,Surabaya,19368,2025-10-16,2025-10-20,On Schedule
SHP00614-2,MINE_2,2025-10-15,MV Nusantara 01,Samarinda,30927,2025-10-20,2025-10-22,On Schedule
SHP00326-1,MINE_1,2025-10-15,MV Kalimantan Jaya,Surabaya,33300,2025-10-16,2025-10-21,On Schedule
SHP01191-5,MINE_5,2025-10-22,MV Sungai Barito,Tarakan,21464,2025-10-27,2025-10-28,Pending
SHP01047-4,MINE_4,2025-10-22,MV Nusantara 01,Samarinda,15060,2025-10-26,2025-10-29,On Schedule
SHP00855-3,MINE_3,2025-10-22,MV Sumatra Raya,Tanjungbalai,26875,2025-10-25,2025-10-28,Pending
SHP00327-1,MINE_1,2025-10-22,MV Nusantara 01,Banjarmasin,15534,2025-10-22,2025-10-25,Pending
SHP00615-2,MINE_2,2025-10-22,MV Kalimantan Jaya,Samarinda,38713,2025-10-25,2025-10-28,On Schedule
SHP01048-4,MINE_4,2025-11-01,MV Borneo Star,Surabaya,24225,2025-11-03,2025-11-07,On Schedule
SHP00856-3,MINE_3,2025-11-01,MV Sriwijaya,Belawan,30699,2025-11-04,2025-11-07,On Schedule
SHP01192-5,MINE_5,2025-11-01,MV Sungai Barito,Tarakan,39465,2025-11-02,2025-11-04,On Schedule
SHP00616-2,MINE_2,2025-11-01,MV Kalimantan Jaya,Samarinda,18918,2025-11-02,2025-11-03,Pending
SHP00328-1,MINE_1,2025-11-01,MV Borneo Star,Banjarmasin,20338,2025-11-04,2025-11-05,Pending
SHP01049-4,MINE_4,2025-11-08,MV Kalimantan Jaya,Surabaya,19943,2025-11-09,2025-11-12,Pending
SHP01193-5,MINE_5,2025-11-08,MV Sungai Barito,Makassar,18225,2025-11-13,2025-11-20,Delayed
SHP00617-2,MINE_2,2025-11-08,MV Nusantara 01,Samarinda,28920,2025-11-12,2025-11-14,Pending
SHP00329-1,MINE_1,2025-11-08,MV Nusantara 01,Banjarmasin,37814,2025-11-10,2025-11-12,Delayed
SHP00857-3,MINE_3,2025-11-08,MV Sriwijaya,Belawan,37797,2025-11-08,2025-11-15,On Schedule
SHP01050-4,MINE_4,2025-11-15,MV Borneo Star,Samarinda,18161,2025-11-16,2025-11-19,On Schedule
SHP01194-5,MINE_5,2025-11-15,MV Kapuas Indah,Tarakan,26360,2025-11-20,2025-11-21,On Schedule
SHP00858-3,MINE_3,2025-11-15,MV Sriwijaya,Belawan,29271,2025-11-16,2025-11-21,Pending
SHP00330-1,MINE_1,2025-11-15,MV Kalimantan Jaya,Surabaya,31667,2025-11-20,2025-11-25,On Schedule
SHP00618-2,MINE_2,2025-11-15,MV Borneo Star,Samarinda,39705,2025-11-16,2025-11-18,On Schedule
SHP01051-4,MINE_4,2025-11-22,MV Borneo Star,Samarinda,35056,2025-11-26,2025-11-29,On Schedule
SHP00331-1,MINE_1,2025-11-22,MV Borneo Star,Surabaya,21858,2025-11-23,2025-11-26,On Schedule
SHP00619-2,MINE_2,2025-11-22,MV Kalimantan Jaya,Balikpapan,34621,2025-11-24,2025-11-25,On Schedule
SHP00859-3,MINE_3,2025-11-22,MV Sumatra Raya,Tanjungbalai,19823,2025-11-27,2025-11-30,Pending
SHP01195-5,MINE_5,2025-11-22,MV Kapuas Indah,Makassar,24533,2025-11-22,2025-11-28,Delayed
SHP00860-3,MINE_3,2025-12-01,MV Sumatra Raya,Belawan,38345,2025-12-01,2025-12-08,Pending
SHP00332-1,MINE_1,2025-12-01,MV Borneo Star,Banjarmasin,27982,2025-12-05,2025-12-06,On Schedule
SHP00620-2,MINE_2,2025-12-01,MV Borneo Star,Samarinda,28865,2025-12-01,2025-12-03,On Schedule
SHP01052-4,MINE_4,2025-12-01,MV Kalimantan Jaya,Samarinda,33504,2025-12-02,2025-12-03,Delayed
SHP01196-5,MINE_5,2025-12-01,MV Sungai Barito,Tarakan,22162,2025-12-04,2025-12-06,Delayed
SHP01197-5,MINE_5,2025-12-08,MV Kapuas Indah,Tarakan,26468,2025-12-10,2025-12-11,On Schedule
SHP00333-1,MINE_1,2025-12-08,MV Nusantara 01,Surabaya,34289,2025-12-12,2025-12-17,Pending
SHP00621-2,MINE_2,2025-12-08,MV Kalimantan Jaya,Balikpapan,27379,2025-12-09,2025-12-11,On Schedule
SHP01053-4,MINE_4,2025-12-08,MV Kalimantan Jaya,Samarinda,26049,2025-12-09,2025-12-10,On Schedule
SHP00861-3,MINE_3,2025-12-08,MV Sumatra Raya,Belawan,35151,2025-12-11,2025-12-14,On Schedule
SHP01054-4,MINE_4,2025-12-15,MV Nusantara 01,Samarinda,35167,2025-12-16,2025-12-19,Delayed
SHP01198-5,MINE_5,2025-12-15,MV Sungai Barito,Makassar,38439,2025-12-20,2025-12-26,On Schedule
SHP00622-2,MINE_2,2025-12-15,MV Borneo Star,Balikpapan,30896,2025-12-15,2025-12-16,On Schedule
SHP00862-3,MINE_3,2025-12-15,MV Sumatra Raya,Tanjungbalai,19582,2025-12-16,2025-12-23,On Schedule
SHP00334-1,MINE_1,2025-12-15,MV Nusantara 01,Banjarmasin,34097,2025-12-20,2025-12-23,On Schedule
SHP00335-1,MINE_1,2025-12-22,MV Nusantara 01,Banjarmasin,31684,2025-12-23,2025-12-24,On Schedule
SHP01055-4,MINE_4,2025-12-22,MV Nusantara 01,Surabaya,27185,2025-12-25,2026-01-01,Pending
SHP00623-2,MINE_2,2025-12-22,MV Borneo Star,Balikpapan,36209,2025-12-27,2025-12-28,On Schedule
SHP00863-3,MINE_3,2025-12-22,MV Sriwijaya,Tanjungbalai,22067,2025-12-27,2025-12-31,On Schedule
SHP01199-5,MINE_5,2025-12-22,MV Kapuas Indah,Makassar,37614,2025-12-23,2025-12-26,On Schedule
