effcap_id,plan_id,mine_id,equipment_id,equipment_type,week_start,road_condition,weather_condition,availability_pct,effective_capacity_ton_day,remark
EFC01117-3,PLAN0224-3,MINE_3,EQ031-3,Loader,2025-08-22,Fair,Berawan,92,55.76,Optimal
EFC01118-4,PLAN0176-4,MINE_4,EQ003-4,Dump Truck,2025-08-22,Fair,Mendung,87,1570.06,Optimal
EFC01119-5,PLAN0128-5,MINE_5,EQ012-5,Excavator,2025-08-22,Fair,Mendung,83,21.36,Optimal
EFC01120-2,PLAN0273-2,MINE_2,EQ024-2,Loader,2025-09-01,Good,Mendung,95,58.35,Optimal
EFC01121-1,PLAN0321-1,MINE_1,EQ045-1,Excavator,2025-09-01,Good,Mendung,83,6.1,Optimal
EFC01122-5,PLAN0129-5,MINE_5,EQ035-5,Loader,2025-09-01,Good,Mendung,94,44.59,Optimal
EFC01123-4,PLAN0177-4,MINE_4,EQ026-4,Excavator,2025-09-01,Fair,Mendung,76,115.04,Optimal
EFC01124-3,PLAN0225-3,MINE_3,EQ021-3,Excavator,2025-09-01,Good,Mendung,84,229.81,Optimal
EFC01125-4,PLAN0178-4,MINE_4,EQ036-4,Loader,2025-09-08,Good,Mendung,96,80.4,Optimal
EFC01126-3,PLAN0226-3,MINE_3,EQ009-3,Loader,2025-09-08,Good,Mendung,96,25.86,Optimal
EFC01127-1,PLAN0322-1,MINE_1,EQ050-1,Dump Truck,2025-09-08,Fair,Mendung,97,1050.17,Optimal
EFC01128-2,PLAN0274-2,MINE_2,EQ042-2,Dump Truck,2025-09-08,Good,Mendung,95,1531.35,Optimal
EFC01129-5,PLAN0130-5,MINE_5,EQ035-5,Loader,2025-09-08,Good,Mendung,92,53.45,Optimal
EFC01130-3,PLAN0227-3,MINE_3,EQ039-3,Excavator,2025-09-15,Good,Mendung,98,70.38,Optimal
EFC01131-2,PLAN0275-2,MINE_2,EQ019-2,Dump Truck,2025-09-15,Good,Mendung,96,867.01,Optimal
EFC01132-5,PLAN0131-5,MINE_5,EQ008-5,Loader,2025-09-15,Good,Berawan,75,68.45,Optimal
EFC01133-4,PLAN0179-4,MINE_4,EQ026-4,Excavator,2025-09-15,Fair,Mendung,91,130.72,Optimal
EFC01134-1,PLAN0323-1,MINE_1,EQ030-1,Excavator,2025-09-15,Good,Mendung,94,169.35,Optimal
EFC01135-5,PLAN0132-5,MINE_5,EQ034-5,Excavator,2025-09-22,Fair,Mendung,80,238.66,Optimal
EFC01136-3,PLAN0228-3,MINE_3,EQ031-3,Loader,2025-09-22,Good,Mendung,76,39.78,Optimal
EFC01137-1,PLAN0324-1,MINE_1,EQ015-1,Excavator,2025-09-22,Good,Mendung,77,62.28,Optimal
EFC01138-4,PLAN0180-4,MINE_4,EQ036-4,Loader,2025-09-22,Good,Berawan,75,87.34,Optimal
EFC01139-2,PLAN0276-2,MINE_2,EQ024-2,Loader,2025-09-22,Good,Berawan,91,68.38,Optimal
EFC01140-2,PLAN0277-2,MINE_2,EQ025-2,Excavator,2025-10-01,Good,Mendung,84,223.48,Optimal
EFC01141-1,PLAN0325-1,MINE_1,EQ027-1,Excavator,2025-10-01,Good,Mendung,87,281.7,Optimal
EFC01142-3,PLAN0229-3,MINE_3,EQ039-3,Excavator,2025-10-01,Fair,Mendung,90,62.5,Optimal
EFC01143-4,PLAN0181-4,MINE_4,EQ013-4,Dump Truck,2025-10-01,Fair,Mendung,84,732.68,Optimal
EFC01144-5,PLAN0133-5,MINE_5,EQ012-5,Excavator,2025-10-01,Fair,Mendung,74,19.55,Optimal
EFC01145-1,PLAN0326-1,MINE_1,EQ016-1,Dump Truck,2025-10-08,Good,Berawan,71,1002.06,Optimal
EFC01146-5,PLAN0134-5,MINE_5,EQ012-5,Excavator,2025-10-08,Good,Mendung,78,20.45,Optimal
EFC01147-2,PLAN0278-2,MINE_2,EQ004-2,Dump Truck,2025-10-08,Good,Berawan,70,1036.48,Optimal
EFC01148-4,PLAN0182-4,MINE_4,EQ026-4,Excavator,2025-10-08,Good,Mendung,93,233.11,Optimal
EFC01149-3,PLAN0230-3,MINE_3,EQ046-3,Dump Truck,2025-10-08,Fair,Mendung,89,1165.67,Optimal
EFC01150-3,PLAN0231-3,MINE_3,EQ046-3,Dump Truck,2025-10-15,Fair,Mendung,92,1351.27,Optimal
EFC01151-5,PLAN0135-5,MINE_5,EQ044-5,Loader,2025-10-15,Good,Mendung,90,26.19,Optimal
EFC01152-4,PLAN0183-4,MINE_4,EQ010-4,Dump Truck,2025-10-15,Fair,Mendung,89,1171.81,Optimal
EFC01153-2,PLAN0279-2,MINE_2,EQ040-2,Dump Truck,2025-10-15,Good,Mendung,82,1031.64,Optimal
EFC01154-1,PLAN0327-1,MINE_1,EQ022-1,Excavator,2025-10-15,Good,Mendung,81,45.34,Optimal
EFC01155-5,PLAN0136-5,MINE_5,EQ002-5,Dump Truck,2025-10-22,Fair,Mendung,80,616.26,Optimal
EFC01156-4,PLAN0184-4,MINE_4,EQ036-4,Loader,2025-10-22,Good,Mendung,93,95.79,Optimal
EFC01157-3,PLAN0232-3,MINE_3,EQ039-3,Excavator,2025-10-22,Good,Mendung,98,59.84,Optimal
EFC01158-1,PLAN0328-1,MINE_1,EQ043-1,Excavator,2025-10-22,Good,Mendung,91,40.57,Optimal
EFC01159-2,PLAN0280-2,MINE_2,EQ001-2,Loader,2025-10-22,Good,Mendung,87,97.4,Optimal
EFC01160-4,PLAN0185-4,MINE_4,EQ036-4,Loader,2025-11-01,Good,Mendung,85,92.61,Optimal
EFC01161-3,PLAN0233-3,MINE_3,EQ031-3,Loader,2025-11-01,Good,Mendung,88,56.71,Optimal
EFC01162-5,PLAN0137-5,MINE_5,EQ035-5,Loader,2025-11-01,Good,Mendung,88,63.71,Optimal
EFC01163-2,PLAN0281-2,MINE_2,EQ025-2,Excavator,2025-11-01,Good,Mendung,88,350.61,Optimal
EFC01164-1,PLAN0329-1,MINE_1,EQ023-1,Excavator,2025-11-01,Good,Mendung,99,67.69,Optimal
EFC01165-4,PLAN0186-4,MINE_4,EQ003-4,Dump Truck,2025-11-08,Fair,Mendung,82,1517.59,Optimal
EFC01166-5,PLAN0138-5,MINE_5,EQ044-5,Loader,2025-11-08,Good,Mendung,72,22.21,Optimal
EFC01167-2,PLAN0282-2,MINE_2,EQ040-2,Dump Truck,2025-11-08,Good,Mendung,96,1603.05,Optimal
EFC01168-1,PLAN0330-1,MINE_1,EQ006-1,Dump Truck,2025-11-08,Fair,Mendung,83,1138.13,Optimal
EFC01169-3,PLAN0234-3,MINE_3,EQ046-3,Dump Truck,2025-11-08,Good,Mendung,78,1194.39,Optimal
EFC01170-4,PLAN0187-4,MINE_4,EQ010-4,Dump Truck,2025-11-15,Good,Mendung,74,1388.89,Optimal
EFC01171-5,PLAN0139-5,MINE_5,EQ044-5,Loader,2025-11-15,Fair,Mendung,77,32.75,Optimal
EFC01172-3,PLAN0235-3,MINE_3,EQ009-3,Loader,2025-11-15,Good,Mendung,78,20.51,Optimal
EFC01173-1,PLAN0331-1,MINE_1,EQ014-1,Excavator,2025-11-15,Good,Mendung,76,4.75,Optimal
EFC01174-2,PLAN0283-2,MINE_2,EQ004-2,Dump Truck,2025-11-15,Fair,Mendung,95,1492.2,Optimal
EFC01175-4,PLAN0188-4,MINE_4,EQ010-4,Dump Truck,2025-11-22,Good,Mendung,70,1202.7,Optimal
EFC01176-1,PLAN0332-1,MINE_1,EQ047-1,Excavator,2025-11-22,Good,Mendung,91,257.43,Optimal
EFC01177-2,PLAN0284-2,MINE_2,EQ019-2,Dump Truck,2025-11-22,Good,Mendung,88,1042.31,Optimal
EFC01178-3,PLAN0236-3,MINE_3,EQ046-3,Dump Truck,2025-11-22,Good,Mendung,85,971.63,Optimal
EFC01179-5,PLAN0140-5,MINE_5,EQ044-5,Loader,2025-11-22,Good,Mendung,78,32.59,Optimal
EFC01180-3,PLAN0237-3,MINE_3,EQ009-3,Loader,2025-12-01,Good,Mendung,89,24.63,Optimal
EFC01181-1,PLAN0333-1,MINE_1,EQ033-1,Loader,2025-12-01,Good,Mendung,83,26.77,Optimal
EFC01182-2,PLAN0285-2,MINE_2,EQ024-2,Loader,2025-12-01,Fair,Mendung,87,53.76,Optimal
EFC01183-4,PLAN0189-4,MINE_4,EQ003-4,Dump Truck,2025-12-01,Good,Mendung,76,1480.46,Optimal
EFC01184-5,PLAN0141-5,MINE_5,EQ034-5,Excavator,2025-12-01,Good,Mendung,81,274.89,Optimal
EFC01185-5,PLAN0142-5,MINE_5,EQ034-5,Excavator,2025-12-08,Good,Mendung,73,311.55,Optimal
EFC01186-1,PLAN0334-1,MINE_1,EQ027-1,Excavator,2025-12-08,Good,Mendung,84,251.92,Optimal
EFC01187-2,PLAN0286-2,MINE_2,EQ049-2,Loader,2025-12-08,Good,Mendung,76,40.02,Optimal
EFC01188-4,PLAN0190-4,MINE_4,EQ013-4,Dump Truck,2025-12-08,Good,Mendung,85,821.81,Optimal
EFC01189-3,PLAN0238-3,MINE_3,EQ031-3,Loader,2025-12-08,Good,Mendung,71,44.14,Optimal
EFC01190-4,PLAN0191-4,MINE_4,EQ003-4,Dump Truck,2025-12-15,Good,Mendung,94,1260.99,Optimal
EFC01191-5,PLAN0143-5,MINE_5,EQ008-5,Loader,2025-12-15,Good,Mendung,90,73.79,Optimal
EFC01192-2,PLAN0287-2,MINE_2,EQ019-2,Dump Truck,2025-12-15,Good,Mendung,79,696.18,Optimal
EFC01193-3,PLAN0239-3,MINE_3,EQ021-3,Excavator,2025-12-15,Good,Mendung,75,256.09,Optimal
EFC01194-1,PLAN0335-1,MINE_1,EQ005-1,Dump Truck,2025-12-15,Good,Mendung,99,1519.87,Optimal
EFC01195-1,PLAN0336-1,MINE_1,EQ027-1,Excavator,2025-12-22,Good,Mendung,98,399.23,Optimal
EFC01196-4,PLAN0192-4,MINE_4,EQ026-4,Excavator,2025-12-22,Good,Mendung,87,218.14,Optimal
EFC01197-2,PLAN0288-2,MINE_2,EQ049-2,Loader,2025-12-22,Good,Mendung,71,26.07,Optimal
EFC01198-3,PLAN0240-3,MINE_3,EQ039-3,Excavator,2025-12-22,Fair,Mendung,86,50.64,Optimal
EFC01199-5,PLAN0144-5,MINE_5,EQ008-5,Loader,2025-12-22,Good,Mendung,74,63.66,Optimal
